
results_responses,results_rt,results_ind_previous,results_targetvalue
1,1,0,0,1,2,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1
500,567,,,516,433,550,484,,,,,,617,650,,,,,633,1000,,916,,850,,700,,,,550,,,,834,500,682,966,,,633,,,,683
6,0,5,2,0,1,0,3,4,5,5,1,5,1,0,2,5,1,4,3,1,2,6,3,6,1,6,3,5,0,1,5,1,5,4,2,3,1,1,4,1,2,6,1,6
3,3,2,9,3,5,3,3,4,6,8,8,3,3,3,5,3,1,1,3,3,2,3,1,3,1,3,8,3,4,3,4,5,4,3,3,3,3,8,5,3,8,2,1,3
